time,depth,Temperature,Salinity,Oxygen_1,CO2,Alkalinity,NO3_plus_NO2,NO2,PO4,Silicate,POC,PON,TOC,TN,Bact_Enum,POP,TDP,SRP,Bio_Si,Litho_Si,Prochlorococcus,Synechococcus,Picoeukaryotes,Nanoeukaryotes,yyyymmdd,time_unitless,decimal_year
UTC,m,"degrees Celsius ( \u00b0C)",dimensionless,micromoles per kilogram (umol/kg),micromoles per kilogram (umol/kg),microequivalents,micromoles per kilogram (umol/kg),micromoles per kilogram (umol/kg),micromoles per kilogram (umol/kg),micromoles per kilogram (umol/kg),micrograms per kilogram (ug/kg),micrograms per kilogram (ug/kg),micromoles per kilogram (umol/kg),micromoles per kilogram (umol/kg),cells times 10^8 per kilogram,micromoles per kilogram (umol/kg),nanomoles per kilogram (nmol/kg),nanomoles per kilogram (nmol/kg),micromoles per kilogram (umol/kg),micromoles per kilogram (umol/kg),cells per milliliter (cells/mL),cells per milliliter (cells/mL),cells per milliliter (cells/mL),cells per milliliter (cells/mL),unitless,unitless,unitless
1988-10-20T22:30:00Z,2000.5,3.817,34.993,255.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881020,2230,1988.8031
1988-10-20T22:30:00Z,2200.3,3.577,34.982,256.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881020,2230,1988.8031
1988-10-20T22:30:00Z,2398.9,3.317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881020,2230,1988.8031
1988-10-20T22:30:00Z,2600.0,3.127,34.957,259.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881020,2230,1988.8031
1988-10-20T22:30:00Z,2801.7,2.927,34.944,261.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881020,2230,1988.8031
1988-10-20T22:30:00Z,3000.9,2.737,34.943,263.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881020,2230,1988.8031
1988-10-20T22:30:00Z,3200.6,2.557,34.927,263.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881020,2230,1988.8031
1988-10-20T22:30:00Z,3400.3,2.407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881020,2230,1988.8031
1988-10-20T22:30:00Z,3600.4,2.327,34.917,262.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881020,2230,1988.8031
1988-10-20T22:30:00Z,3803.5,2.277,34.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881020,2230,1988.8031
1988-10-20T22:30:00Z,4001.5,2.247,34.893,261.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881020,2230,1988.8031
1988-10-20T22:30:00Z,4202.4,2.237,34.888,259.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881020,2230,1988.8031
1988-10-21T04:55:00Z,1.0,NaN,36.389,207.0,2008.9,NaN,0.0,NaN,0.0,1.04,NaN,NaN,NaN,NaN,1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881021,455,1988.8033
1988-10-21T04:55:00Z,10.0,NaN,36.39,207.0,2020.1,NaN,0.0,NaN,0.0,1.18,NaN,NaN,NaN,NaN,1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881021,455,1988.8033
1988-10-21T04:55:00Z,25.0,NaN,36.454,207.5,2013.4,NaN,0.0,NaN,0.0,1.08,NaN,NaN,NaN,NaN,1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881021,455,1988.8033
1988-10-21T04:55:00Z,50.0,NaN,36.499,209.6,2013.1,NaN,0.0,NaN,0.0,1.02,NaN,NaN,NaN,NaN,1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881021,455,1988.8033
1988-10-21T04:55:00Z,100.0,NaN,36.67,204.0,2066.3,NaN,2.2,NaN,0.04,1.14,NaN,NaN,NaN,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881021,455,1988.8033
1988-10-21T04:55:00Z,150.0,NaN,36.569,206.9,2074.4,NaN,1.31,NaN,0.0,0.96,NaN,NaN,NaN,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881021,455,1988.8033
1988-10-21T04:55:00Z,200.0,NaN,36.548,209.0,2079.9,NaN,2.55,NaN,0.05,1.13,NaN,NaN,NaN,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881021,455,1988.8033
1988-10-21T04:55:00Z,225.0,NaN,36.552,211.1,NaN,NaN,2.74,NaN,0.0,1.22,NaN,NaN,NaN,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881021,455,1988.8033
1988-10-21T04:55:00Z,250.0,NaN,36.544,211.5,NaN,NaN,2.51,NaN,0.06,1.34,NaN,NaN,NaN,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881021,455,1988.8033
1988-10-21T04:55:00Z,300.0,NaN,36.512,206.0,NaN,NaN,3.92,NaN,0.07,1.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881021,455,1988.8033
1988-10-21T04:55:00Z,400.0,NaN,36.445,200.0,NaN,NaN,5.23,NaN,0.19,1.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881021,455,1988.8033
1988-10-21T04:55:00Z,500.0,NaN,36.303,186.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881021,455,1988.8033
1988-11-23T14:00:00Z,3.9,24.087,36.455,221.8,NaN,NaN,0.0,NaN,0.0,1.41,46.92,3.91,NaN,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,1400,1988.895
1988-11-23T14:00:00Z,10.9,24.106,36.481,220.1,NaN,NaN,0.0,NaN,0.04,1.33,41.44,3.61,NaN,NaN,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,1400,1988.895
1988-11-23T14:00:00Z,25.8,24.105,36.449,220.9,NaN,NaN,0.09,NaN,0.0,1.16,68.5,6.58,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,1400,1988.895
1988-11-23T14:00:00Z,51.8,24.056,36.466,221.3,NaN,NaN,0.07,NaN,0.04,1.16,38.47,3.56,NaN,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,1400,1988.895
1988-11-23T14:00:00Z,99.7,20.837,36.692,234.6,NaN,NaN,0.11,NaN,0.0,0.99,36.24,2.98,NaN,NaN,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,1400,1988.895
1988-11-23T14:00:00Z,153.4,19.092,36.584,209.4,NaN,NaN,0.38,NaN,0.07,1.08,34.65,1.91,NaN,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,1400,1988.895
1988-11-23T14:00:00Z,200.1,18.624,36.553,214.1,NaN,NaN,2.52,NaN,0.11,1.25,30.61,1.36,NaN,NaN,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,1400,1988.895
1988-11-23T14:00:00Z,250.1,18.42,36.577,216.6,NaN,NaN,2.72,NaN,0.14,0.99,27.17,2.14,NaN,NaN,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,1400,1988.895
1988-11-23T14:00:00Z,1196.3,5.343,35.072,234.7,NaN,NaN,18.38,NaN,NaN,12.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,1400,1988.895
1988-11-23T14:00:00Z,1400.4,4.634,35.029,NaN,NaN,NaN,18.19,NaN,NaN,12.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,1400,1988.895
1988-11-23T14:00:00Z,1604.7,4.318,35.016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,1400,1988.895
1988-11-23T14:00:00Z,1802.4,4.064,NaN,256.8,NaN,NaN,18.7,NaN,NaN,12.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,1400,1988.895
1988-11-23T20:45:00Z,300.9,18.054,36.495,212.8,NaN,NaN,NaN,NaN,NaN,NaN,31.48,2.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,2045,1988.8958
1988-11-23T20:45:00Z,300.9,18.054,36.497,212.8,NaN,NaN,3.99,NaN,0.17,1.25,12.31,1.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,2045,1988.8958
1988-11-23T20:45:00Z,400.1,17.556,36.558,203.8,NaN,NaN,5.93,NaN,0.32,1.67,18.65,1.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,2045,1988.8958
1988-11-23T20:45:00Z,501.3,16.414,36.235,190.2,NaN,NaN,NaN,NaN,NaN,NaN,17.33,0.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,2045,1988.8958
1988-11-23T20:45:00Z,501.3,16.414,36.237,191.9,NaN,NaN,8.86,NaN,0.43,2.41,18.25,0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,2045,1988.8958
1988-11-23T20:45:00Z,600.1,14.802,35.978,188.5,NaN,NaN,11.4,NaN,0.6,3.25,17.47,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,2045,1988.8958
1988-11-23T20:45:00Z,750.5,11.575,35.511,165.9,NaN,NaN,NaN,NaN,1.14,8.66,20.18,1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,2045,1988.8958
1988-11-23T20:45:00Z,750.5,11.575,35.515,168.1,NaN,NaN,NaN,NaN,NaN,NaN,9.81,0.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,2045,1988.8958
1988-11-23T20:45:00Z,801.2,10.456,35.374,164.7,NaN,NaN,20.91,NaN,1.25,9.94,19.23,0.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,2045,1988.8958
1988-11-23T20:45:00Z,903.6,8.403,35.176,168.0,NaN,NaN,NaN,NaN,1.45,NaN,18.04,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,2045,1988.8958
1988-11-23T20:45:00Z,1000.0,6.919,35.102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.19,0.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,2045,1988.8958
1988-11-23T20:45:00Z,1000.0,6.919,35.103,192.2,NaN,NaN,NaN,NaN,1.39,13.43,9.42,0.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881123,2045,1988.8958
1988-11-24T02:30:00Z,3.8,24.106,NaN,220.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881124,230,1988.8965
1988-11-24T02:30:00Z,11.1,24.096,NaN,220.5,2001.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881124,230,1988.8965
1988-11-24T02:30:00Z,26.3,24.109,NaN,220.1,2000.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881124,230,1988.8965
1988-11-24T02:30:00Z,50.7,24.111,NaN,217.5,2009.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881124,230,1988.8965
1988-11-24T02:30:00Z,76.4,21.818,36.72,241.9,2030.3,NaN,0.7,NaN,0.04,1.25,42.98,4.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881124,230,1988.8965
1988-11-24T02:30:00Z,100.9,20.526,NaN,228.7,2057.4,NaN,NaN,NaN,NaN,NaN,20.89,2.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881124,230,1988.8965
1988-11-24T02:30:00Z,124.7,19.82,NaN,216.3,2065.8,NaN,1.03,NaN,0.11,1.25,19.75,1.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881124,230,1988.8965
1988-11-24T02:30:00Z,150.0,19.205,NaN,209.0,2078.3,NaN,NaN,NaN,NaN,NaN,27.43,1.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881124,230,1988.8965
1988-11-24T02:30:00Z,175.0,18.802,36.564,209.8,2071.1,NaN,2.47,NaN,0.09,1.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881124,230,1988.8965
1988-11-24T02:30:00Z,199.0,18.611,NaN,216.6,2068.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881124,230,1988.8965
1988-11-24T02:30:00Z,224.2,18.513,36.549,215.4,NaN,NaN,2.7,NaN,0.04,1.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881124,230,1988.8965
1988-11-24T02:30:00Z,249.5,18.372,NaN,212.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881124,230,1988.8965
1988-11-28T15:00:00Z,1998.6,3.868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881128,1500,1988.9088
1988-11-28T15:00:00Z,2197.3,3.585,34.986,255.5,NaN,NaN,18.96,NaN,NaN,15.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881128,1500,1988.9088
1988-11-28T15:00:00Z,2396.4,3.324,34.969,257.2,NaN,NaN,18.83,NaN,NaN,17.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881128,1500,1988.9088
1988-11-28T15:00:00Z,2598.8,3.123,34.955,259.8,NaN,NaN,19.14,NaN,1.09,18.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881128,1500,1988.9088
1988-11-28T15:00:00Z,2796.5,2.959,34.947,262.3,NaN,NaN,19.01,NaN,1.15,20.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881128,1500,1988.9088
1988-11-28T15:00:00Z,2997.6,2.772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881128,1500,1988.9088
1988-11-28T15:00:00Z,3200.4,2.567,34.928,263.2,NaN,NaN,18.0,NaN,1.16,22.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881128,1500,1988.9088
1988-11-28T15:00:00Z,3399.2,2.436,34.918,263.6,NaN,NaN,17.69,NaN,1.19,23.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881128,1500,1988.9088
1988-11-28T15:00:00Z,3600.9,2.345,34.913,263.1,NaN,NaN,18.76,NaN,1.14,25.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881128,1500,1988.9088
1988-11-28T15:00:00Z,3798.0,2.288,NaN,259.8,NaN,NaN,19.34,NaN,1.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881128,1500,1988.9088
1988-11-28T15:00:00Z,4003.0,2.251,34.894,260.6,NaN,NaN,19.34,NaN,1.24,28.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881128,1500,1988.9088
1988-11-28T15:00:00Z,4003.1,2.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881128,1500,1988.9088
1988-12-17T07:15:00Z,2005.8,3.83,34.997,259.4,NaN,NaN,18.52,NaN,1.12,13.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881217,715,1988.9598
1988-12-17T07:15:00Z,2207.7,3.6,34.995,259.8,NaN,NaN,18.19,NaN,1.17,15.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881217,715,1988.9598
1988-12-17T07:15:00Z,2409.1,3.37,34.977,262.3,NaN,NaN,18.84,NaN,1.14,16.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881217,715,1988.9598
1988-12-17T07:15:00Z,2607.1,3.14,34.959,267.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881217,715,1988.9598
1988-12-17T07:15:00Z,2803.2,2.97,NaN,NaN,NaN,NaN,18.13,NaN,1.14,18.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881217,715,1988.9598
1988-12-17T07:15:00Z,3008.1,2.76,34.936,265.7,NaN,NaN,17.86,NaN,NaN,20.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881217,715,1988.9598
1988-12-17T07:15:00Z,3207.8,2.58,34.928,269.5,NaN,NaN,17.74,NaN,1.19,22.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881217,715,1988.9598
1988-12-17T07:15:00Z,3408.0,2.43,34.915,270.8,NaN,NaN,18.13,NaN,1.18,23.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881217,715,1988.9598
1988-12-17T07:15:00Z,3607.8,2.33,NaN,266.6,NaN,NaN,18.91,NaN,1.22,26.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881217,715,1988.9598
1988-12-17T07:15:00Z,3808.7,2.26,34.904,NaN,NaN,NaN,18.84,NaN,1.24,28.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881217,715,1988.9598
1988-12-17T07:15:00Z,4006.0,2.22,34.898,261.0,NaN,NaN,18.91,NaN,1.27,30.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881217,715,1988.9598
1988-12-17T07:15:00Z,4210.6,2.22,34.896,259.7,NaN,NaN,19.03,NaN,1.34,31.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881217,715,1988.9598
1988-12-19T04:25:00Z,3.2,21.46,36.535,210.0,NaN,NaN,0.06,NaN,0.0,0.74,19.63,3.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,425,1988.965
1988-12-19T04:25:00Z,17.2,21.47,36.533,206.6,NaN,NaN,0.05,NaN,0.0,0.97,17.13,3.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,425,1988.965
1988-12-19T04:25:00Z,34.2,21.47,36.553,207.0,NaN,NaN,0.0,NaN,0.0,0.83,34.63,3.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,425,1988.965
1988-12-19T04:25:00Z,60.7,21.47,36.54,207.4,NaN,NaN,0.0,NaN,0.0,1.12,32.61,4.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,425,1988.965
1988-12-19T04:25:00Z,84.4,21.43,36.532,206.2,NaN,NaN,0.05,NaN,0.04,0.76,22.13,3.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,425,1988.965
1988-12-19T04:25:00Z,108.2,20.07,36.643,202.2,NaN,NaN,0.19,NaN,0.03,0.81,20.55,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,425,1988.965
1988-12-19T04:25:00Z,130.3,19.44,36.616,190.7,NaN,NaN,0.58,NaN,0.0,0.76,21.82,2.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,425,1988.965
1988-12-19T04:25:00Z,154.9,19.09,36.605,177.9,NaN,NaN,1.39,NaN,0.04,1.09,12.09,1.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,425,1988.965
1988-12-19T04:25:00Z,1206.0,5.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,425,1988.965
1988-12-19T04:25:00Z,1408.4,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,425,1988.965
1988-12-19T04:25:00Z,1611.0,4.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,425,1988.965
1988-12-19T04:25:00Z,1805.5,4.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,425,1988.965
1988-12-19T10:05:00Z,306.3,17.88,36.478,196.6,NaN,NaN,4.76,NaN,0.18,1.51,6.67,0.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,1005,1988.9656
1988-12-19T10:05:00Z,307.2,17.87,NaN,194.9,NaN,NaN,4.7,NaN,0.2,1.52,12.59,0.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,1005,1988.9656
1988-12-19T10:05:00Z,408.4,17.25,36.389,196.6,NaN,NaN,5.82,NaN,0.22,1.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,1005,1988.9656
1988-12-19T10:05:00Z,506.0,15.97,36.166,177.9,NaN,NaN,9.68,NaN,0.42,3.08,13.11,0.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,1005,1988.9656
1988-12-19T10:05:00Z,508.4,15.97,NaN,177.9,NaN,NaN,9.94,NaN,0.45,3.14,6.33,0.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,1005,1988.9656
1988-12-19T10:05:00Z,606.7,14.37,35.906,170.6,NaN,NaN,13.02,NaN,0.67,5.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,1005,1988.9656
1988-12-19T10:05:00Z,758.4,11.21,35.473,151.0,NaN,NaN,19.35,NaN,1.12,9.52,11.28,0.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,1005,1988.9656
1988-12-19T10:05:00Z,759.3,11.19,NaN,149.8,NaN,NaN,NaN,NaN,NaN,NaN,3.49,0.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,1005,1988.9656
1988-12-19T10:05:00Z,808.3,10.04,35.292,141.2,NaN,NaN,23.91,NaN,1.33,12.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,1005,1988.9656
1988-12-19T10:05:00Z,907.3,8.42,35.18,154.4,NaN,NaN,24.36,NaN,1.36,13.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,1005,1988.9656
1988-12-19T10:05:00Z,1007.0,7.01,35.116,174.4,NaN,NaN,23.91,NaN,1.34,14.37,8.86,0.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,1005,1988.9656
1988-12-19T10:05:00Z,1007.3,7.01,NaN,175.2,NaN,NaN,23.39,NaN,1.36,14.46,2.52,0.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19881219,1005,1988.9656
